case,size,cat,seed,arm,ms,timeout,exception,oob,mismatch,hard,hardW,softW,wishRate,changed,total,weighted,peakMB,hash,repro
c01-small-normal0,small,normal,0,old,53,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,70,43689835,
c01-small-normal0,small,normal,0,new,50,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,25,43689835,same
c01-small-normal0,small,normal,1,old,42,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,1,new,43,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,2,old,37,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,2,new,43,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,3,old,40,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,3,new,43,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,4,old,47,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,25,43689835,
c01-small-normal0,small,normal,4,new,41,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,25,43689835,
c02-small-normal1,small,normal,0,old,33,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,25,-146857566,
c02-small-normal1,small,normal,0,new,25,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,same
c02-small-normal1,small,normal,1,old,36,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,1,new,30,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,25,-146857566,
c02-small-normal1,small,normal,2,old,30,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,25,-146857566,
c02-small-normal1,small,normal,2,new,24,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,3,old,23,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,3,new,24,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,4,old,30,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,4,new,36,0,0,0,0,1,8000.0,63.0,1.0000,2,52,8063.0,23,-146857566,
c03-small-dense0,small,dense,0,old,3250,0,0,0,0,9,72000.0,2561.0,1.0000,39,131,74561.0,355,-1035533250,
c03-small-dense0,small,dense,0,new,2485,0,0,0,0,9,72000.0,2561.0,1.0000,39,131,74561.0,413,-1035533250,same
c03-small-dense0,small,dense,1,old,1591,0,0,0,0,8,64000.0,2869.0,1.0000,26,146,66869.0,548,1251065472,
c03-small-dense0,small,dense,1,new,1579,0,0,0,0,8,64000.0,2869.0,1.0000,26,146,66869.0,496,1251065472,
c03-small-dense0,small,dense,2,old,2829,0,0,0,0,9,72000.0,2463.0,1.0000,39,122,74463.0,363,-1809136729,
c03-small-dense0,small,dense,2,new,2629,0,0,0,0,9,72000.0,2463.0,1.0000,39,122,74463.0,408,-1809136729,
c03-small-dense0,small,dense,3,old,1922,0,0,0,0,10,80000.0,2177.0,1.0000,36,129,82177.0,699,-67834623,
c03-small-dense0,small,dense,3,new,1789,0,0,0,0,10,80000.0,2177.0,1.0000,36,129,82177.0,576,-67834623,
c03-small-dense0,small,dense,4,old,2103,0,0,0,0,9,72000.0,2561.0,1.0000,33,131,74561.0,402,1352132930,
c03-small-dense0,small,dense,4,new,2140,0,0,0,0,9,72000.0,2561.0,1.0000,33,131,74561.0,598,1352132930,
c04-small-dense1,small,dense,0,old,2200,0,0,0,0,5,39000.0,3529.0,1.0000,32,158,42529.0,591,280729472,
c04-small-dense1,small,dense,0,new,2192,0,0,0,0,5,39000.0,3529.0,1.0000,32,158,42529.0,603,280729472,same
c04-small-dense1,small,dense,1,old,2479,0,0,0,0,7,56000.0,2905.0,1.0000,38,152,58905.0,422,1124207010,
c04-small-dense1,small,dense,1,new,2501,0,0,0,0,7,56000.0,2905.0,1.0000,38,152,58905.0,513,1124207010,
c04-small-dense1,small,dense,2,old,2085,0,0,0,0,5,39000.0,3530.0,1.0000,29,159,42530.0,584,423893824,
c04-small-dense1,small,dense,2,new,2020,0,0,0,0,5,39000.0,3530.0,1.0000,29,159,42530.0,502,423893824,
c04-small-dense1,small,dense,3,old,2017,0,0,0,0,5,39000.0,3529.0,1.0000,32,158,42529.0,529,280729472,
c04-small-dense1,small,dense,3,new,2124,0,0,0,0,5,39000.0,3529.0,1.0000,32,158,42529.0,673,280729472,
c04-small-dense1,small,dense,4,old,2178,0,0,0,0,5,40000.0,3347.0,1.0000,32,152,43347.0,592,280726589,
c04-small-dense1,small,dense,4,new,2287,0,0,0,0,5,40000.0,3347.0,1.0000,32,152,43347.0,356,280726589,
c05-small-infeasible0,small,infeasible,0,old,196,0,0,0,0,21,168000.0,84.0,1.0000,32,101,168084.0,241,-318231641,
c05-small-infeasible0,small,infeasible,0,new,198,0,0,0,0,21,168000.0,84.0,1.0000,32,101,168084.0,47,-318231641,same
c05-small-infeasible0,small,infeasible,1,old,123,0,0,0,0,20,160000.0,81.0,1.0000,24,101,160081.0,23,1621995802,
c05-small-infeasible0,small,infeasible,1,new,111,0,0,0,0,20,160000.0,81.0,1.0000,24,101,160081.0,31,1621995802,
c05-small-infeasible0,small,infeasible,2,old,129,0,0,0,0,19,152000.0,82.0,1.0000,22,101,152082.0,23,2034564145,
c05-small-infeasible0,small,infeasible,2,new,110,0,0,0,0,19,152000.0,82.0,1.0000,22,101,152082.0,25,2034564145,
c05-small-infeasible0,small,infeasible,3,old,68,0,0,0,0,19,152000.0,83.0,1.0000,26,102,152083.0,23,468964429,
c05-small-infeasible0,small,infeasible,3,new,52,0,0,0,0,19,152000.0,83.0,1.0000,26,102,152083.0,23,468964429,
c05-small-infeasible0,small,infeasible,4,old,161,0,0,0,0,19,152000.0,82.0,1.0000,22,101,152082.0,25,984896531,
c05-small-infeasible0,small,infeasible,4,new,128,0,0,0,0,19,152000.0,82.0,1.0000,22,101,152082.0,23,984896531,
c06-small-infeasible1,small,infeasible,0,old,165,0,0,0,0,19,152000.0,75.0,1.0000,35,94,152075.0,63,1869420945,
c06-small-infeasible1,small,infeasible,0,new,167,0,0,0,0,19,152000.0,75.0,1.0000,35,94,152075.0,63,1869420945,same
c06-small-infeasible1,small,infeasible,1,old,149,0,0,0,0,20,160000.0,74.0,1.0000,19,94,160074.0,63,1410857806,
c06-small-infeasible1,small,infeasible,1,new,161,0,0,0,0,20,160000.0,74.0,1.0000,19,94,160074.0,33,1410857806,
