case,size,cat,seed,arm,ms,timeout,exception,oob,mismatch,hard,hardW,softW,wishRate,changed,total,weighted,peakMB,hash,repro
c01-small-normal0,small,normal,0,old,53,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,121,43689835,
c01-small-normal0,small,normal,0,new,43,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,25,43689835,same
c01-small-normal0,small,normal,1,old,38,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,1,new,50,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,2,old,33,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,2,new,38,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,3,old,33,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,3,new,40,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,4,old,35,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,4,new,35,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,5,old,34,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,5,new,38,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,6,old,37,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,6,new,34,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,7,old,43,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,7,new,59,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,8,old,52,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,8,new,51,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,9,old,54,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c01-small-normal0,small,normal,9,new,68,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,22,43689835,
c02-small-normal1,small,normal,0,old,53,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,26,-146857566,
