case,size,cat,seed,arm,ms,timeout,exception,oob,mismatch,hard,hardW,softW,wishRate,changed,total,weighted,peakMB,hash,repro
c01-small-normal0,small,normal,0,old,94,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,88,43689835,
c01-small-normal0,small,normal,0,new,74,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,25,43689835,same
c01-small-normal0,small,normal,1,old,69,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,1,new,70,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,2,old,72,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,2,new,67,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,3,old,70,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,3,new,66,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,4,old,115,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c01-small-normal0,small,normal,4,new,65,0,0,0,0,0,0.0,66.0,1.0000,4,58,66.0,23,43689835,
c02-small-normal1,small,normal,0,old,117,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,0,new,103,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,same
c02-small-normal1,small,normal,1,old,141,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,1,new,96,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,27,-146857566,
c02-small-normal1,small,normal,2,old,57,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,2,new,51,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,3,old,105,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,3,new,104,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,4,old,114,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c02-small-normal1,small,normal,4,new,100,0,0,0,0,1,8000.0,63.0,1.0000,3,52,8063.0,23,-146857566,
c03-small-dense0,small,dense,0,old,3537,0,0,0,0,9,72000.0,2563.0,1.0000,43,133,74563.0,441,1890849398,
c03-small-dense0,small,dense,0,new,2828,0,0,0,0,9,72000.0,2563.0,1.0000,43,133,74563.0,581,1890849398,same
c03-small-dense0,small,dense,1,old,3179,0,0,0,0,10,80000.0,2177.0,1.0000,41,129,82177.0,541,874463462,
c03-small-dense0,small,dense,1,new,3444,0,0,0,0,10,80000.0,2177.0,1.0000,41,129,82177.0,585,874463462,
c03-small-dense0,small,dense,2,old,3448,0,0,0,0,9,72000.0,2463.0,1.0000,41,122,74463.0,498,231801860,
c03-small-dense0,small,dense,2,new,3122,0,0,0,0,9,72000.0,2463.0,1.0000,41,122,74463.0,516,231801860,
c03-small-dense0,small,dense,3,old,2938,0,0,0,0,8,64000.0,2868.0,1.0000,30,145,66868.0,550,2146446876,
c03-small-dense0,small,dense,3,new,3066,0,0,0,0,8,64000.0,2868.0,1.0000,30,145,66868.0,440,2146446876,
c03-small-dense0,small,dense,4,old,2967,0,0,0,0,9,72000.0,2561.0,1.0000,37,131,74561.0,356,-1728883548,
c03-small-dense0,small,dense,4,new,2467,0,0,0,0,9,72000.0,2561.0,1.0000,37,131,74561.0,340,-1728883548,
c04-small-dense1,small,dense,0,old,2809,0,0,0,0,5,39000.0,3529.0,1.0000,32,158,42529.0,440,280729472,
c04-small-dense1,small,dense,0,new,2623,0,0,0,0,6,47000.0,3257.0,1.0000,29,151,50257.0,326,1094772321,same
c04-small-dense1,small,dense,1,old,3281,0,0,0,0,7,56000.0,2905.0,1.0000,38,152,58905.0,603,1124207010,
